Description,Word_No,Valence_Mean,Valence_Mean_SD,Arousal_Mean,Arousal_Mean_SD,Dominance_Mean,Dominance_Mean_SD,Word_Frequency,POS
severe,978,4.05,(1.57),5.3,(2.30),4.2,(1.85),39,NOUN
sex,384,8.65,(0.61),8.0,(1.21),6.38,(2.33),84,PROPN
sexy,530,8.16,(0.94),7.48,(2.16),7.28,(1.67),2,PROPN
shadow,385,4.5,(1.00),3.58,(2.15),4.0,(2.00),36,NOUN
shamed,386,2.95,(1.32),3.95,(1.85),3.15,(1.73),1,NOUN
shark,606,3.8,(2.65),7.24,(1.94),2.84,(2.54),.,NOUN
sheltered,387,5.5,(1.93),4.69,(1.85),4.06,(1.64),4,PROPN
ship,388,5.35,(0.99),4.0,(1.95),4.85,(2.16),83,NOUN
shotgun,979,6.16,(2.43),6.11,(1.70),6.79,(2.10),8,NOUN
shriek,980,4.15,(2.32),4.9,(2.92),4.5,(1.76),5,PROPN
shy,389,4.59,(1.23),3.88,(2.32),3.12,(1.32),13,NOUN
sick,607,2.12,(1.20),4.44,(2.27),3.17,(1.69),51,NOUN
sickness,390,2.57,(2.21),6.08,(2.50),5.31,(2.32),6,NOUN
silk,391,6.53,(0.94),4.0,(2.40),4.76,(1.71),12,NOUN
silly,981,7.05,(1.84),6.32,(2.50),5.74,(2.02),15,PROPN
sin,392,3.36,(1.60),5.07,(2.06),4.21,(2.12),53,NOUN
sinful,393,3.0,(1.56),6.33,(1.84),4.13,(2.47),3,NOUN
sissy,394,3.69,(2.30),5.06,(2.49),4.59,(2.83),.,NOUN
skeptical,395,5.0,(1.87),5.35,(1.90),4.88,(1.69),7,NOUN
skijump,531,7.04,(1.85),6.75,(2.40),5.38,(2.30),.,PROPN
skull,608,4.6,(2.08),5.4,(1.63),4.96,(1.81),3,PROPN
sky,572,7.28,(1.40),4.36,(2.38),5.0,(2.24),58,NOUN
skyscraper,573,6.04,(1.99),5.6,(1.98),4.36,(2.50),2,NOUN
slap,396,3.53,(2.18),6.29,(2.57),3.94,(2.19),2,NOUN
slaughter,397,2.17,(1.64),6.92,(2.23),4.75,(2.09),10,NOUN
slave,398,2.18,(1.24),5.06,(2.88),4.06,(2.90),30,NOUN
sleep,399,7.53,(1.36),2.33,(1.99),4.67,(2.02),65,NOUN
slime,400,3.6,(1.40),5.0,(2.48),4.2,(1.26),1,NOUN
slow,982,3.95,(1.68),4.16,(2.27),4.5,(1.62),60,PROPN
slum,401,2.2,(1.03),4.2,(2.78),3.9,(2.47),8,NOUN
slush,983,4.65,(1.95),3.5,(2.19),4.85,(1.66),.,VERB
smallpox,402,2.5,(2.35),5.85,(2.30),4.77,(2.24),2,NOUN
smooth,984,6.72,(1.32),5.0,(2.58),4.78,(2.24),42,NOUN
snake,609,4.08,(2.43),6.72,(2.32),4.48,(2.14),44,PROPN
snob,403,2.75,(1.29),5.75,(2.63),5.33,(2.42),1,PROPN
snow,575,6.88,(2.11),5.36,(2.74),5.92,(2.08),59,NOUN
snuggle,404,7.8,(1.08),4.47,(2.61),5.8,(2.08),4,NOUN
social,985,6.42,(1.26),5.26,(2.49),5.16,(2.01),380,NOUN
soft,986,6.84,(1.34),5.0,(2.52),6.16,(1.61),61,PROPN
solemn,405,4.88,(1.54),3.88,(1.75),4.5,(2.25),12,PROPN
song,987,6.38,(2.16),5.38,(2.52),5.67,(2.06),70,NOUN
soothe,988,7.42,(1.12),4.53,(2.91),4.68,(2.38),2,NOUN
sour,989,3.65,(1.66),4.95,(1.79),4.8,(1.54),3,NOUN
space,574,6.8,(1.68),5.08,(2.90),5.24,(2.68),184,PROPN
spanking,990,5.0,(2.53),5.7,(2.58),4.7,(2.60),.,PROPN
sphere,991,5.45,(1.15),4.1,(2.22),5.05,(1.19),22,NOUN
spider,610,3.64,(1.89),5.48,(2.47),4.96,(2.17),2,NOUN
spirit,406,7.0,(1.05),5.5,(2.51),4.8,(2.62),182,VERB
spouse,407,7.57,(1.28),6.38,(2.40),5.85,(2.19),3,NOUN
spray,992,5.45,(1.77),4.45,(2.46),5.14,(1.67),16,NOUN
spring,993,7.5,(1.54),6.95,(1.54),6.35,(1.87),127,NOUN
square,408,4.9,(1.20),2.5,(1.65),4.6,(0.70),143,NOUN
stagnant,994,4.15,(1.14),3.95,(1.61),4.75,(1.21),5,NOUN
star,409,7.33,(1.35),6.0,(2.62),5.07,(2.34),25,NOUN
startled,410,4.41,(1.12),6.53,(2.58),5.24,(1.79),21,NOUN
starving,611,2.8,(2.24),6.0,(2.57),3.64,(2.10),6,PROPN
statue,995,5.11,(0.81),3.89,(1.52),5.53,(1.54),17,NOUN
stench,996,2.6,(1.27),4.35,(2.18),4.55,(1.67),1,PROPN
stiff,997,5.1,(1.94),4.2,(2.75),5.0,(2.38),21,NOUN
stink,411,2.8,(1.21),4.27,(2.05),4.07,(1.87),3,PROPN
stomach,998,4.95,(2.04),4.0,(2.38),4.7,(2.18),37,NOUN
stool,999,4.1,(1.45),3.67,(1.91),5.29,(1.93),8,NOUN
storm,1000,5.3,(2.20),6.35,(2.06),4.85,(1.79),26,NOUN
stove,1001,5.47,(1.47),4.26,(1.76),5.0,(1.37),15,NOUN
street,412,5.3,(0.95),3.9,(1.60),5.2,(0.42),244,PROPN
stress,413,2.33,(1.23),7.42,(2.35),4.83,(3.33),107,NOUN
strong,414,7.4,(1.50),6.07,(2.34),6.67,(2.82),202,VERB
stupid,415,2.91,(1.70),4.08,(2.91),4.0,(2.66),24,VERB
subdued,416,5.0,(0.95),2.83,(1.53),5.0,(1.54),8,VERB
success,417,8.2,(0.94),6.2,(2.43),6.2,(2.34),93,VERB
suffocate,418,1.64,(0.67),5.0,(3.49),4.36,(2.58),1,NOUN
sugar,1002,6.4,(1.76),6.2,(1.47),5.3,(1.63),34,NOUN
suicide,419,1.56,(0.96),5.18,(3.00),4.12,(2.92),17,NOUN
sun,532,6.96,(2.03),4.8,(2.40),5.54,(2.28),112,NOUN
sunlight,1003,7.0,(1.52),5.6,(2.35),5.4,(1.85),17,NOUN
sunrise,420,7.75,(1.14),5.09,(2.84),5.36,(2.42),10,NOUN
sunset,421,6.8,(2.24),4.13,(2.97),5.67,(2.32),14,VERB
surgery,612,3.12,(2.17),5.68,(2.54),2.92,(2.20),6,NOUN
surprised,422,7.07,(1.94),7.8,(2.27),5.87,(1.96),58,PROPN
suspicious,423,4.0,(1.58),6.0,(1.37),5.06,(1.84),13,NOUN
swamp,1004,5.36,(2.46),5.27,(2.60),5.82,(1.89),5,NOUN
sweetheart,424,8.27,(0.96),5.33,(2.79),5.93,(2.22),9,NOUN
swift,1005,6.58,(1.92),5.95,(2.53),6.32,(1.67),32,NOUN
swimmer,576,6.25,(1.65),4.12,(2.83),5.75,(1.85),.,NOUN
syphilis,425,1.9,(1.37),4.45,(3.22),3.1,(2.40),.,VERB
table,426,5.3,(1.06),3.1,(2.69),3.9,(1.66),198,NOUN
talent,427,7.4,(1.24),6.6,(1.45),6.33,(2.02),40,NOUN
tamper,1006,4.1,(1.51),5.1,(1.67),4.71,(1.79),1,PROPN
tank,613,5.92,(1.87),4.92,(1.98),5.58,(1.91),12,PROPN
taste,1007,6.68,(1.38),5.37,(2.29),5.53,(1.87),59,NOUN
taxi,1008,5.45,(1.96),3.8,(2.19),4.25,(2.10),16,NOUN
teacher,1009,5.75,(2.22),4.5,(2.74),5.05,(2.28),80,NOUN
tease,1010,6.05,(2.34),6.42,(2.46),5.16,(1.95),6,NOUN
tender,1011,6.57,(1.25),5.1,(2.10),5.33,(1.74),11,NOUN
tennis,540,5.88,(2.11),4.4,(2.43),5.72,(2.03),15,VERB
tense,428,3.5,(1.18),6.0,(2.54),5.1,(1.52),15,PROPN
termite,429,3.95,(1.50),4.05,(2.28),4.25,(1.71),.,NOUN
terrible,430,2.38,(1.78),5.53,(2.33),4.36,(1.65),45,VERB
terrific,431,8.25,(1.06),5.92,(3.32),7.0,(2.45),5,VERB
terrified,432,1.8,(0.92),7.3,(2.41),3.6,(2.63),7,VERB
terrorist,614,1.96,(1.81),6.76,(2.74),2.88,(2.47),.,VERB
thankful,433,6.33,(2.23),4.4,(2.29),5.67,(1.91),6,NOUN
theory,434,5.4,(1.54),4.8,(2.12),4.85,(1.84),129,PROPN
thermometer,1012,4.8,(0.89),3.45,(1.99),4.55,(1.57),.,VERB
thief,435,3.47,(2.00),6.27,(2.43),4.93,(2.66),8,PROPN
thorn,436,3.59,(1.87),5.18,(2.24),4.47,(1.77),3,VERB
thought,1013,6.0,(1.64),4.81,(2.29),5.67,(1.68),515,VERB
thoughtful,437,7.41,(0.94),6.44,(1.71),5.38,(2.09),11,NOUN
thrill,438,8.4,(1.59),8.4,(1.06),6.53,(2.80),5,PROPN
tidy,1014,6.26,(0.93),3.68,(2.16),4.95,(1.47),1,NOUN
time,439,5.15,(1.95),5.36,(2.92),5.31,(2.21),1599,NOUN
timid,440,3.8,(1.42),3.07,(1.49),3.2,(1.86),5,NOUN
tobacco,441,3.4,(2.27),4.6,(3.63),3.6,(2.17),19,ADP
tomb,442,3.44,(1.90),4.35,(2.76),4.25,(2.11),11,NOUN
tool,1015,5.5,(1.24),4.8,(1.85),6.4,(1.47),40,VERB
toothache,443,2.0,(1.13),5.83,(2.62),4.5,(2.43),.,ADV
tornado,444,3.17,(2.21),6.33,(2.74),5.42,(2.50),1,PROPN
torture,445,1.55,(0.83),5.15,(2.85),3.15,(1.81),3,PROPN
tower,1016,5.57,(2.31),4.38,(2.29),6.33,(2.35),13,VERB
toxic,446,2.0,(1.54),5.92,(2.64),4.25,(2.70),3,VERB
toy,1017,7.0,(2.10),5.75,(2.79),6.6,(1.88),4,NOUN
tragedy,447,2.27,(1.79),6.13,(2.10),3.87,(2.00),49,NOUN
traitor,448,2.19,(1.56),5.41,(2.50),5.06,(2.79),2,NOUN
trash,615,2.44,(1.33),3.96,(2.47),4.88,(1.90),2,PROPN
trauma,616,2.44,(1.76),6.12,(2.83),2.8,(1.85),1,NOUN
travel,1018,6.64,(2.13),6.09,(2.47),6.41,(1.94),61,ADV
treasure,449,8.47,(0.80),7.5,(1.15),6.31,(2.63),4,NOUN
treat,1019,7.2,(1.51),5.8,(1.99),5.35,(1.66),26,VERB
tree,450,6.42,(1.44),2.67,(1.72),5.75,(2.42),59,NOUN
triumph,451,7.2,(2.19),6.0,(2.25),6.75,(1.89),22,NOUN
triumphant,452,8.8,(0.56),6.36,(2.90),6.87,(3.02),5,VERB
trophy,453,7.9,(1.20),5.8,(2.04),5.9,(2.42),8,VERB
trouble,454,3.75,(2.53),5.91,(1.92),4.64,(2.06),134,PROPN
troubled,455,2.6,(1.17),5.1,(2.69),4.3,(2.36),31,VERB
truck,577,6.0,(1.68),4.72,(2.34),5.52,(1.78),57,VERB
trumpet,456,5.81,(1.52),5.19,(2.29),4.59,(2.12),7,NOUN
trunk,1020,5.0,(1.53),3.95,(2.09),4.89,(2.08),8,NOUN
trust,457,5.67,(2.92),5.27,(2.19),5.73,(2.19),52,NOUN
truth,458,7.5,(1.45),4.92,(2.69),6.54,(2.63),126,NOUN
tumor,459,3.16,(2.22),5.68,(2.58),4.05,(2.37),17,PROPN
tune,1021,6.32,(1.53),4.9,(2.05),5.95,(2.09),10,PROPN
twilight,1022,6.83,(1.79),4.94,(2.36),5.56,(1.72),4,VERB
ugly,460,2.5,(1.24),5.0,(2.05),4.36,(1.69),21,VERB
ulcer,461,1.92,(1.38),6.33,(2.93),4.33,(2.71),5,VERB
umbrella,578,5.2,(1.50),3.04,(2.13),5.64,(1.75),8,VERB
unfaithful,462,2.4,(1.72),5.47,(2.26),3.33,(2.23),1,VERB
unhappy,463,1.93,(1.14),4.07,(2.55),2.8,(1.47),26,NOUN
unit,1023,5.7,(2.20),4.4,(2.72),5.65,(2.21),103,VERB
untroubled,464,7.55,(1.57),3.42,(2.78),5.18,(2.48),.,VERB
upset,465,2.0,(1.22),5.38,(2.87),4.31,(2.24),14,VERB
urine,617,2.84,(1.68),4.16,(2.41),5.08,(1.80),1,VERB
useful,466,6.76,(1.89),4.35,(2.32),5.82,(2.21),58,VERB
useless,467,2.73,(1.62),5.18,(2.82),5.09,(2.07),17,VERB
utensil,1024,4.91,(1.69),3.73,(2.05),5.82,(1.79),.,VERB
vacation,468,7.73,(1.58),4.73,(3.08),6.4,(1.92),47,VERB
vagina,1025,7.27,(1.70),7.0,(2.18),6.27,(1.86),10,PROPN
valentine,469,7.8,(1.40),5.9,(2.96),4.9,(2.42),2,VERB
vampire,470,4.76,(1.64),6.24,(2.49),5.24,(1.44),1,VERB
vandal,471,3.2,(1.91),5.95,(2.24),4.75,(2.34),1,NOUN
vanity,472,4.33,(2.27),4.92,(2.39),4.5,(2.07),7,VERB
vehicle,473,6.42,(1.89),4.95,(2.44),6.05,(2.30),35,VERB
venom,474,3.71,(2.08),5.5,(2.37),4.38,(2.13),2,VERB
vest,1026,4.94,(1.16),4.33,(1.88),5.11,(1.75),4,NOUN
victim,618,2.44,(1.61),6.0,(2.45),3.48,(2.47),27,VERB
victory,475,7.87,(1.41),6.2,(2.62),7.0,(2.31),61,VERB
vigorous,476,6.92,(1.44),4.75,(2.67),5.17,(2.08),29,VERB
village,477,5.88,(1.22),4.31,(2.21),5.25,(2.29),72,NOUN
violent,478,3.53,(2.17),6.33,(2.74),5.33,(3.20),33,NOUN
violin,579,4.88,(2.09),3.56,(2.18),4.8,(2.00),11,NOUN
virgin,1027,6.29,(1.87),6.33,(2.18),5.81,(2.60),35,NUM
virtue,479,6.15,(1.69),5.2,(2.33),5.85,(2.39),30,VERB
vision,480,6.87,(1.60),4.47,(2.36),6.0,(1.46),56,NOUN
volcano,619,5.12,(2.24),6.44,(2.38),3.4,(2.16),2,VERB
vomit,481,2.3,(1.89),6.1,(2.85),4.0,(2.67),3,NOUN
voyage,1028,6.39,(1.58),5.72,(2.42),5.89,(2.08),17,VERB
wagon,1029,5.32,(0.89),4.05,(2.35),5.22,(1.73),55,PROPN
war,482,3.31,(2.78),7.86,(1.56),6.46,(2.37),464,NOUN
warmth,483,7.1,(1.59),4.15,(2.52),5.35,(1.27),28,PROPN
wasp,484,3.4,(1.68),5.4,(2.13),3.87,(2.13),2,VERB
waste,485,3.47,(2.18),4.71,(2.80),5.12,(2.12),35,NOUN
watch,580,6.04,(1.51),4.08,(2.53),5.4,(1.35),81,VERB
water,486,6.93,(1.75),5.13,(2.75),5.0,(2.20),442,PROPN
waterfall,487,7.47,(1.13),6.8,(2.08),5.0,(2.51),2,NOUN
wealthy,488,7.58,(1.38),5.17,(3.04),7.0,(2.45),12,NOUN
weapon,489,4.69,(1.74),6.0,(1.62),5.94,(2.11),42,NOUN
weary,490,4.18,(2.19),3.82,(2.16),4.18,(1.67),17,NOUN
wedding,491,7.07,(1.98),6.07,(2.60),6.33,(2.09),32,NOUN
whistle,1030,5.75,(1.21),4.7,(1.56),5.15,(1.84),4,PROPN
white,542,6.4,(1.50),3.96,(1.97),6.0,(1.53),365,NOUN
whore,492,3.92,(2.68),6.58,(2.71),5.83,(2.17),2,VERB
wicked,493,2.93,(1.98),5.53,(2.45),4.0,(2.04),9,NOUN
wife,1031,6.05,(2.06),5.65,(1.93),5.65,(1.79),228,PROPN
win,494,8.35,(0.86),8.38,(0.89),7.12,(2.66),55,NOUN
windmill,1032,5.14,(1.88),4.0,(2.37),5.24,(1.30),1,NOUN
window,495,6.0,(1.60),4.18,(2.04),4.82,(1.40),119,PROPN
wine,496,5.6,(1.88),4.85,(2.23),5.0,(1.84),72,PROPN
wink,1033,6.67,(1.46),4.79,(2.44),5.89,(1.37),7,PROPN
wise,497,7.0,(1.26),4.17,(2.25),5.64,(2.20),36,VERB
wish,1034,6.78,(1.59),5.22,(2.29),5.5,(1.89),110,VERB
wit,1035,7.32,(1.29),5.95,(2.09),6.0,(1.94),20,NOUN
woman,498,6.95,(1.54),6.37,(2.29),6.11,(1.33),224,PROPN
wonder,499,5.67,(1.50),5.27,(2.00),5.82,(2.04),67,NOUN
world,500,6.13,(1.68),4.93,(2.46),5.38,(2.63),787,VERB
wounds,620,2.96,(1.74),5.8,(2.04),4.0,(1.50),8,NOUN
writer,1036,4.95,(1.57),3.45,(1.76),4.55,(1.88),73,VERB
yacht,1037,7.33,(1.68),5.86,(2.59),6.29,(2.10),4,VERB
yellow,545,5.64,(1.89),4.08,(2.10),5.56,(1.29),55,NOUN
young,1038,6.74,(1.56),5.79,(2.39),5.63,(2.29),385,VERB
youth,1039,6.84,(1.61),5.47,(2.32),5.84,(2.12),82,PRON
zest,1040,6.5,(1.34),6.0,(1.88),6.17,(1.42),5,PROPN
abduction,621,2.33,(2.13),6.09,(2.72),2.76,(2.49),1,PROPN
abortion,622,3.15,(2.39),5.85,(3.09),4.0,(2.55),6,PROPN
absurd,623,4.7,(1.30),4.65,(1.93),4.7,(1.42),17,PROPN
abundance,624,6.55,(1.90),5.1,(2.53),5.55,(2.11),13,PROPN
abuse,1,1.46,(1.03),6.88,(2.83),3.81,(3.12),18,PROPN
acceptance,625,8.18,(1.56),4.86,(3.00),6.55,(1.99),49,PROPN
accident,2,2.08,(1.29),6.48,(2.62),3.92,(2.29),33,NOUN
ace,626,6.14,(2.10),4.95,(2.33),6.33,(2.08),15,NOUN
ache,627,2.0,(1.11),4.77,(2.62),3.23,(1.63),4,VERB
achievement,3,8.0,(1.24),5.97,(2.80),6.52,(2.47),65,NOUN
activate,4,5.31,(0.97),5.0,(2.55),5.38,(1.75),2,PROPN
addict,581,2.12,(1.48),5.68,(1.95),3.68,(2.54),1,PROPN
addicted,628,2.29,(1.49),5.09,(2.67),3.29,(2.43),3,VERB
admired,5,7.81,(2.01),5.97,(2.53),7.44,(2.21),17,PROPN
adorable,6,8.12,(1.07),4.96,(2.92),6.0,(2.61),3,VERB
adult,546,6.5,(1.50),4.81,(1.65),5.58,(2.53),25,VERB
advantage,629,6.72,(2.11),4.48,(2.10),6.35,(2.17),73,PROPN
adventure,630,8.0,(1.17),7.05,(1.85),6.55,(1.61),14,VERB
affection,7,8.57,(0.74),6.25,(2.86),6.39,(2.13),18,PROPN
afraid,8,1.83,(1.14),6.68,(2.65),3.43,(2.25),57,PROPN
aggressive,9,4.89,(1.79),5.68,(2.29),5.21,(2.57),17,PROPN
agility,22,6.24,(1.55),5.07,(1.77),5.79,(1.26),3,PROPN
agony,10,2.41,(2.15),6.34,(2.62),3.75,(2.62),9,PROPN
agreement,631,7.38,(1.63),5.14,(2.51),6.0,(1.75),106,PROPN
air,632,6.23,(1.54),3.64,(2.19),5.0,(1.20),257,NOUN
alcoholic,582,2.0,(1.36),6.0,(2.12),4.08,(2.56),3,PROPN
alert,11,6.69,(1.72),7.0,(2.51),5.5,(2.55),33,PROPN
alien,633,4.75,(1.65),5.1,(2.38),5.0,(2.03),16,PROPN
alimony,634,4.62,(2.16),5.14,(2.10),5.18,(2.44),2,PROPN
alive,635,7.79,(1.86),5.62,(2.81),6.04,(2.29),57,PROPN
allergy,636,2.95,(1.53),4.68,(2.48),3.45,(1.63),1,PROPN
alley,637,4.19,(2.16),5.43,(2.66),3.64,(1.99),8,NOUN
alone,12,2.1,(1.35),5.16,(2.62),3.61,(2.45),195,PROPN
aloof,13,4.68,(1.93),4.54,(2.27),4.6,(2.10),5,ADV
ambition,14,7.88,(1.53),5.42,(3.13),7.5,(1.75),19,NOUN
ambulance,15,2.27,(1.54),7.62,(1.98),3.0,(2.23),6,PROPN
angel,16,7.81,(1.10),4.65,(2.59),5.19,(2.43),18,PROPN
anger,17,2.0,(1.28),8.22,(1.35),5.52,(3.19),48,PROPN
angry,18,2.27,(1.51),7.46,(2.04),5.19,(2.68),45,ADV
anguished,19,1.55,(0.83),6.2,(2.80),3.2,(2.59),2,NUM
ankle,638,5.0,(1.60),4.04,(1.86),4.84,(1.60),8,VERB
annoy,20,2.61,(1.99),6.48,(2.50),5.09,(2.25),2,PROPN
answer,639,6.32,(1.64),5.18,(2.63),5.64,(1.56),152,VERB
anxious,21,4.81,(2.04),7.0,(1.74),5.15,(1.83),29,PROPN
applause,640,7.62,(1.60),5.77,(2.98),6.19,(2.23),14,VERB
appliance,641,5.15,(0.49),3.85,(1.76),5.0,(1.03),5,VERB
arm,642,5.21,(1.86),2.92,(1.89),5.08,(0.97),94,NOUN
army,23,4.55,(1.99),5.42,(2.04),4.85,(2.58),132,PROPN
aroused,24,7.96,(0.96),6.77,(2.61),6.15,(1.69),20,NOUN
arrogant,25,2.9,(1.71),6.1,(1.62),4.55,(2.76),2,VERB
art,643,7.5,(1.44),5.08,(3.13),5.75,(2.13),208,NOUN
assassin,26,2.5,(1.80),6.53,(2.42),4.09,(2.73),6,VERB
assault,27,1.78,(1.35),7.7,(2.32),3.09,(2.98),15,PROPN
astonished,28,6.6,(1.70),6.7,(2.18),5.15,(1.69),6,NUM
astronaut,501,6.54,(1.58),5.62,(2.10),5.08,(2.08),2,PROPN
athletics,644,6.45,(2.16),5.45,(2.37),6.05,(2.31),9,NUM
autumn,29,6.47,(2.27),4.34,(2.55),5.25,(1.97),22,PROPN
avalanche,645,2.95,(1.70),5.8,(2.55),3.2,(2.07),1,PROPN
avenue,646,5.82,(1.44),3.86,(2.17),5.73,(1.45),46,VERB
awed,30,7.05,(1.19),5.42,(2.48),5.85,(1.63),5,VERB
baby,31,8.65,(0.67),4.95,(2.96),5.35,(2.70),62,NOUN
bake,647,6.05,(2.06),5.45,(2.06),5.71,(2.08),12,PROPN
bandage,648,5.05,(1.56),4.19,(2.23),4.73,(1.83),4,PROPN
bankrupt,32,1.85,(1.16),6.56,(2.77),3.48,(2.38),5,PROPN
banner,649,5.45,(0.96),4.19,(2.02),4.81,(1.40),8,PROPN
bar,650,5.91,(1.93),4.78,(2.81),5.13,(1.66),82,PROPN
barrel,651,4.83,(1.27),3.04,(1.85),4.88,(0.99),24,ADJ
basket,547,5.31,(1.09),3.88,(2.01),5.62,(1.60),17,PROPN
bastard,33,3.44,(2.21),5.94,(2.02),4.03,(2.51),12,PROPN
bath,502,7.42,(1.55),3.58,(2.58),7.08,(1.98),26,PROPN
bathroom,548,5.19,(1.27),3.92,(1.57),5.58,(1.50),18,NOUN
bathtub,652,6.75,(1.48),3.25,(2.53),5.8,(1.67),4,ADV
beach,34,7.65,(1.95),4.45,(3.28),5.15,(2.52),61,NOUN
beast,653,3.5,(2.11),5.21,(2.84),4.25,(2.05),7,NOUN
beautiful,654,8.0,(1.03),5.95,(2.24),6.5,(2.01),127,PROPN
beauty,35,8.04,(1.15),4.52,(2.76),5.65,(2.44),71,NOUN
bed,549,7.15,(1.54),3.19,(2.23),6.77,(1.73),127,PROPN
bees,583,3.15,(2.11),6.31,(2.00),3.77,(1.86),15,PROPN
beggar,36,2.65,(1.85),5.62,(2.61),3.68,(2.50),2,ADV
bench,655,4.65,(1.47),3.77,(2.27),4.42,(1.17),35,NOUN
bereavement,656,4.52,(1.85),4.5,(1.89),4.62,(1.71),4,PROPN
betray,37,1.6,(0.96),7.28,(2.09),4.54,(3.31),4,PROPN
beverage,657,6.86,(1.46),5.14,(2.37),5.48,(2.32),5,PROPN
bird,38,7.41,(1.35),3.39,(2.31),4.36,(2.21),31,NUM
birthday,39,8.13,(0.97),6.74,(2.14),6.22,(2.59),18,PROPN
black,543,4.88,(2.03),4.68,(2.32),4.44,(1.73),203,PROPN
blackmail,40,2.93,(2.09),6.31,(2.66),3.72,(2.81),2,PROPN
bland,658,4.09,(1.15),3.14,(1.61),4.82,(1.33),3,NOUN
blase,41,4.79,(1.03),3.58,(1.77),4.74,(0.87),7,PROPN
blasphemy,659,3.83,(2.43),5.25,(2.31),4.75,(1.39),4,NOUN
bless,42,7.73,(1.00),4.0,(2.83),5.68,(2.36),9,PROPN
blind,43,3.35,(2.11),4.95,(2.39),3.45,(1.93),47,VERB
bliss,660,6.8,(2.53),4.12,(2.79),5.84,(2.10),4,NOUN
blister,661,2.25,(1.33),4.4,(2.58),3.55,(1.76),3,PROPN
blond,662,6.2,(1.51),4.0,(2.20),5.45,(1.10),11,PROPN
bloody,584,2.08,(1.16),6.5,(1.63),3.62,(1.83),8,VERB
blossom,44,7.09,(1.00),4.61,(2.35),5.52,(2.21),7,PROPN
blubber,663,3.31,(1.93),4.58,(2.56),3.42,(1.92),1,NOUN
blue,544,6.38,(1.96),4.62,(2.32),5.35,(1.83),143,PROPN
board,664,5.0,(1.23),3.56,(2.22),5.24,(1.56),239,PROPN
body,665,5.38,(2.32),5.46,(2.55),5.42,(2.08),276,NOUN
bold,45,7.0,(1.55),5.94,(2.02),6.58,(1.96),21,PROPN
bomb,46,1.9,(1.14),7.31,(2.42),4.52,(3.27),36,NOUN
book,47,5.55,(1.19),4.2,(2.73),5.45,(2.28),193,PROPN
bored,48,3.05,(1.28),2.8,(2.40),4.15,(1.90),14,PROPN
bottle,666,6.21,(1.47),4.26,(2.70),4.89,(1.52),76,PROPN
bouquet,667,7.55,(1.54),5.85,(2.54),6.05,(2.16),4,PROPN
bowl,49,5.54,(1.48),3.5,(2.16),4.58,(1.72),23,NOUN
boxer,585,4.92,(1.90),5.04,(2.31),4.73,(1.28),1,PROPN
boy,50,6.91,(1.73),5.13,(2.42),6.0,(2.09),242,PROPN
brave,668,7.55,(1.00),6.35,(2.32),7.3,(1.87),24,PROPN
breast,51,5.43,(1.12),4.43,(2.04),4.96,(2.25),11,PROPN
breeze,669,7.2,(1.36),4.45,(2.54),5.5,(1.76),14,NOUN
bride,670,7.88,(1.33),6.25,(2.74),5.67,(2.57),33,PROPN
bright,671,7.91,(1.41),5.62,(2.22),6.52,(2.32),87,ADV
broken,672,2.73,(1.61),5.46,(2.44),4.12,(1.37),63,NOUN
brother,52,7.26,(2.45),4.3,(2.88),5.0,(2.66),73,NOUN
brutal,53,2.46,(1.84),7.36,(1.87),4.12,(3.04),7,PROPN
building,550,5.04,(1.04),3.77,(1.77),5.27,(1.64),160,PROPN
bullet,673,2.45,(1.82),5.48,(2.71),2.67,(2.20),28,PROPN
bunny,54,7.7,(1.38),3.8,(2.65),5.05,(2.33),1,NOUN
burdened,55,2.38,(1.50),5.72,(2.01),4.72,(2.44),4,PROPN
burial,56,1.77,(1.07),5.32,(2.32),3.36,(1.96),11,PROPN
burn,586,2.35,(1.35),6.04,(1.99),3.92,(1.65),15,PROPN
bus,541,4.31,(1.81),3.77,(1.61),4.65,(1.57),34,PROPN
busybody,674,5.52,(2.58),5.36,(2.74),6.33,(1.93),.,PROPN
butter,57,5.31,(1.29),3.12,(1.90),4.73,(1.89),27,PROPN
butterfly,58,7.48,(1.20),3.48,(2.59),4.7,(2.30),2,PROPN
cabinet,675,5.0,(0.31),3.57,(1.91),4.76,(1.55),17,NOUN
cake,59,7.26,(1.36),4.91,(2.48),5.13,(2.03),9,NOUN
cancer,60,1.41,(0.80),6.26,(3.01),3.45,(3.01),25,VERB
candy,61,6.96,(2.47),4.96,(2.47),5.58,(1.96),16,PROPN
cane,677,4.36,(1.62),4.0,(2.00),4.09,(1.77),12,VERB
cannon,678,4.05,(1.64),4.25,(2.83),4.85,(2.18),7,NOUN
capable,62,7.26,(1.45),4.74,(2.26),6.96,(1.80),66,PROPN
car,551,7.62,(1.92),6.81,(1.77),7.35,(2.00),274,NOUN
carcass,679,2.59,(1.71),4.59,(2.30),4.36,(1.76),7,VERB
carefree,63,7.45,(1.40),4.82,(2.79),5.96,(2.43),9,VERB
caress,64,7.94,(1.11),5.39,(2.89),5.73,(2.23),1,VERB
cash,503,8.46,(1.07),7.65,(1.50),7.15,(2.49),36,PROPN
casino,680,6.71,(1.55),6.27,(2.27),5.1,(2.14),2,PROPN
cat,504,6.08,(2.26),4.65,(2.17),5.81,(2.08),.,NOUN
